PCE_max,Voc ,Jsc ,FF,HOMO ,LUMO ,Bandgap,Eloss,Nickname,smiles
3.06,0.71,7,0.62,5.12,3.38,1.74,1.03,PBDTDTQx-O,CCCCC(CC)COc1cccc(-c2nc3c(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc(-c4ccc(C)s4)c3nc2-c2cccc(OC[C@H](CC)CCCC)c2)c1
5,0.76,10.13,0.64,5.12,3.45,1.67,0.91,PBDTDTQx-T,CCCCC(CC)COc1cccc(-c2nc3c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)ccc(-c4ccc(C)s4)c3nc2-c2cccc(OC[C@H](CC)CCCC)c2)c1
3.9,0.83,11.71,0.4,5.35,3.6,1.72,0.89,PBDT-DTQx,CCCCCCc1ccc(-c2nc3c(C)ccc(-c4cc5c(-c6ccc(CCCCCC)s6)c6sc(C)cc6c(-c6ccc(CCCCCC)s6)c5s4)c3nc2-c2ccc(CCCCCC)s2)s1
4.44,0.91,9.38,0.52,5.29,2.77,1.9,0.99,PBDTDT(Qx-2)-O,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OC[C@H](CC)CCCC)c5sc(C)cc5c(OCC(CC)CCCC)c4s3)s2)c2nc(-c3ccc(OC)cc3)c(-c3ccc(OC)cc3)nc2c1-c1ccc(C)s1
6.31,0.95,10.82,0.61,5.41,2.92,1.82,0.87,PBDTDT(Qx-2)-T,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)s2)c2nc(-c3ccc(OC)cc3)c(-c3ccc(OC)cc3)nc2c1-c1ccc(C)s1
6.9,0.94,11.28,0.65,5.51,3.57,1.78,0.84,PBDTDT(Qx-3)-T,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)s2)c2nc(-c3ccccc3)c(-c3ccccc3)nc2c1-c1ccc(C)s1
2.9,0.83,6.37,0.54,4.98,3.18,1.8,0.97,P0F,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4ccc(-c5ccc(-c6ccc(C)s6)c6nc(-c7ccccc7)c(-c7ccccc7)nc56)s4)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1
3.1,0.87,6.52,0.55,5.07,3.27,1.8,0.93,P1F,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4ccc(-c5cc(F)c(-c6ccc(C)s6)c6nc(-c7ccccc7)c(-c7ccccc7)nc56)s4)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1
3.7,0.91,6.84,0.59,5.08,3.27,1.81,0.9,P2F,CCCCCCCCCCCCc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nc(-c7ccccc7)c(-c7ccccc7)nc56)s4)sc3c(-c3ccc(CCCCCCCCCCCC)s3)c3cc(C)sc23)s1
3.96,0.89,8.66,0.51,5.35,3.53,1.83,0.94,PBDT-DFQX-PP,CCCCC(CC)COc1ccc(-c2nc3c(-c4ccc(-c5cc6c(-c7ccc(OCC(CC)CCCC)cc7)c7sc(C)cc7c(-c7ccc(OC[C@@H](CC)CCCC)cc7)c6s5)s4)c(F)c(F)c(-c4ccc(C)s4)c3nc2-c2ccc(OC[C@@H](CC)CCCC)cc2)cc1
6.08,0.82,12.34,0.6,5.25,3.52,1.78,0.96,PBDT-DFQX-TP,CCCCC(CC)COc1ccc(-c2nc3c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(C[C@@H](CC)CCCC)s7)c6s5)s4)c(F)c(F)c(-c4ccc(C)s4)c3nc2-c2ccc(OC[C@@H](CC)CCCC)cc2)cc1
6.54,0.85,12.13,0.64,5.29,3.58,1.75,0.9,PBDT-DFQX-PT,CCCCC(CC)COc1ccc(-c2c3cc(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nc(-c7ccc(C[C@@H](CC)CCCC)s7)c(-c7ccc(CC(CC)CCCC)s7)nc56)s4)sc3c(-c3ccc(OC[C@@H](CC)CCCC)cc3)c3cc(C)sc23)cc1
7.68,0.86,12.77,0.7,5.2,3.5,1.72,0.86,PBDT-DFQX-TT,CCCCC(CC)Cc1ccc(-c2nc3c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(C[C@@H](CC)CCCC)s7)c6s5)s4)c(F)c(F)c(-c4ccc(C)s4)c3nc2-c2ccc(C[C@@H](CC)CCCC)s2)s1
5.7,0.84,11.1,0.61,5.89,3.61,1.7,0.86,PFQBDT-TR1,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7ccc(CCCCCCCC)s7)c7sc(C)cc7c(-c7ccc(CCCCCCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1
3.4,0.96,6.5,0.54,5.87,3.63,1.77,0.81,PFQBDT-T2R2,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c(F)c(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCC)c(CCCCCC)s7)c7sc(C)cc7c(-c7cc(CCCCCC)c(CCCCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1
7.29,0.78,13.2,0.71,5.29,3.05,1.68,0.9,PBDTTFTQ-EH,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1
7.61,0.88,11.4,0.76,5.37,3.03,1.72,0.84,PBDTTFTQ-DO,CCCCCCCCc1ccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(C)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)c3nc2-c2ccc(CCCCCCCC)s2)s1
6.82,0.72,13.4,0.71,5.12,3.03,1.66,0.94,PBDTTFTTQ-EH,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7sc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6s5)s4)c3nc2-c2cccc(OCCCCCCCC)c2)c1
7.25,0.85,11.3,0.76,5.31,2.99,1.72,0.87,PBDTTFTTQ-DO,CCCCCCCCc1ccc(-c2nc3c(-c4ccc(C)s4)cc(F)c(-c4ccc(-c5cc6c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c7sc(C)cc7c(-c7cc(CCCCCCCC)c(CCCCCCCC)s7)c6s5)s4)c3nc2-c2ccc(CCCCCCCC)s2)s1
4.25,0.74,9.79,0.58,5.29,3.08,1.7,0.96,PTTPPz-BDT,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(OC[C@H](CC)CCCCCC)c5sc(C)cc5c(OCC(CC)CCCCCC)c4s3)s2)c2nc3c4cccc5ccc6cccc(c3nc2c1-c1ccc(C)s1)c6c54
4.86,0.7,11.1,0.63,5.34,3.15,1.59,0.89,PTTPPz-BDTT,CCCCCCCCOc1c(OCCCCCCCC)c(-c2ccc(-c3cc4c(-c5ccc(C[C@H](CC)CCCCCC)s5)c5sc(C)cc5c(-c5ccc(CC(CC)CCCCCC)s5)c4s3)s2)c2nc3c4cccc5ccc6cccc(c3nc2c1-c1ccc(C)s1)c6c54
4.9,0.98,10.4,0.48,5.97,3.79,1.64,0.66,PBDT-PQD1,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c4c(c(-c5ccc(-c6cc7c(-c8cc(CCCCCCCC)c(CCCCCCCC)s8)c8sc(C)cc8c(-c8cc(CCCCCCCC)c(CCCCCCCC)s8)c7s6)s5)c3nc2-c2cccc(OCCCCCCCC)c2)C(=O)N(CC(CC)CCCC)C4=O)c1
3.5,1.08,7.6,0.43,5.96,3.74,1.62,0.54,PBDT-PQD2,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c4c(c(-c5ccc(-c6cc7c(-c8ccc(CC(CC)CCCC)s8)c8sc(C)cc8c(-c8ccc(CC(CC)CCCC)s8)c7s6)s5)c3nc2-c2cccc(OCCCCCCCC)c2)C(=O)N(CC(CC)CCCC)C4=O)c1
2.9,1.03,7.3,0.39,5.82,3.72,1.64,0.61,PBDT-PQD3,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c4c(c(-c5ccc(-c6cc7c(OCC(CC)CCCC)c8sc(C)cc8c(OCC(CC)CCCC)c7s6)s5)c3nc2-c2cccc(OCCCCCCCC)c2)C(=O)N(CC(CC)CCCC)C4=O)c1
2.9,1,7.7,0.38,5.83,3.83,1.52,0.52,PT-PQD,CCCCCCCCOc1cccc(-c2nc3c(-c4ccc(C)s4)c4c(c(-c5ccc(-c6ccc(C)s6)s5)c3nc2-c2cccc(OCCCCCCCC)c2)C(=O)N(CC(CC)CCCC)C4=O)c1
4.1,0.71,9.4,0.61,5.15,3.28,1.45,0.74,O-HD,CCCCCCCCc1c2cc(-c3ccc(C4=C5C(=O)N(CC(CCCCCC)CCCCCCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CCCCCC)CCCCCCCC)s3)sc2c(CCCCCCCC)c2cc(C)sc12
0.93,0.59,3.4,0.46,5.14,3.34,1.51,0.92,BO-BO,CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(CCC(CCCC)CCCCC)c6sc(C)cc6c(CCC(CCCC)CCCCC)c5s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1
1.4,0.62,5.2,0.43,5.1,3.31,1.36,0.74,PU-O,CCCCCCCCC(CCCCC)CCc1c2cc(-c3ccc(C4=C5C(=O)N(CCCCCCCC)C(c6ccc(C)s6)=C5C(=O)N4CCCCCCCC)s3)sc2c(CCC(CCCCC)CCCCCCCC)c2cc(C)sc12
4.35,0.64,11.27,0.6,5.3,3.8,1.5,0.86,PBDT-DPP (P1),CCCCCCCCCCCCOc1c2cc(-c3ccc(C4=C5C(=O)N(CC(CCCC)CCCCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CCCC)CCCCCC)s3)sc2c(OCCCCCCCCCCCC)c2cc(C)sc12
4.43,0.7,12.1,0.52,5.3,3.8,1.5,0.8,PBDT-DPP (P2),CCCCCCCCCCCCc1c2cc(-c3ccc(C4=C5C(=O)N(CC(CCCC)CCCCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CCCC)CCCCCC)s3)sc2c(CCCCCCCCCCCC)c2cc(C)sc12
2.69,0.68,8.75,0.45,5.4,3.9,1.5,0.82,PBDT-DPP (P3),CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5cc6sc(C)cc6cc5s4)s3)N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1
2.95,0.66,13.6,0.33,5.4,3.9,1.5,0.84,PBDT-DPP (P4),CCCCCCC(CCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sc(C)cc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)N(CC(CCCC)CCCCCC)C(=O)C2=C1c1ccc(C)s1
8,0.76,16.21,0.65,5.44,4,1.44,0.68,PTIPSBDT?DPP,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(C#C[Si](C(C)C)(C(C)C)C(C)C)c6sc(C)cc6c(C#C[Si](C(C)C)(C(C)C)C(C)C)c5s4)s3)N(CC(CCCCCCCC)CCCCCCCCCC)C(=O)C2=C1c1ccc(C)s1
3.5,0.69,10.46,0.49,5.16,3.64,1.44,0.75,PBDTF-DPP,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)s7)=C6C(=O)N5CC(CC)CCCC)s4)sc3c(-c3ccc(CC(CC)CCCC)o3)c3cc(C)sc23)o1
5.1,0.72,12.64,0.57,5.24,3.74,1.47,0.75,PBDTF-DPPF,CCCCC(CC)Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(CC(CC)CCCC)C(c7ccc(C)o7)=C6C(=O)N5CC(CC)CCCC)o4)sc3c(-c3ccc(CC(CC)CCCC)o3)c3cc(C)sc23)o1
1,0.62,3.87,0.4,5.05,3.4,1.56,0.94,PBDT-DPP,CCCCC(CC)COc1c2cc(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(C)s6)=C5C(=O)N4CC(CC)CCCC)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12
2.9,0.63,8.78,0.53,5.15,3.44,1.59,0.96,PBDT-DPPF,CCCCC(CC)COc1c2cc(-c3ccc(C4=C5C(=O)N(CC(CC)CCCC)C(c6ccc(C)o6)=C5C(=O)N4CC(CC)CCCC)o3)sc2c(OCC(CC)CCCC)c2cc(C)sc12
1.93,0.81,6.27,0.37,5.2,3.56,1.64,0.83,P1,CCCCC(CC)Cc1ccc2sc(-c3c4cc(-c5ccc(-c6sc(-c7ccc(C)c8nsnc78)c7c6OCC(CC(CC)CCCC)(CC(CC)CCCC)CO7)c6nsnc56)sc4c(-c4cc5cc(CC(CC)CCCC)ccc5s4)c4cc(C)sc34)cc2c1
2.6,0.78,5.15,0.58,5.26,3.89,1.37,0.59,P2,CCCCCCCCC(CCCCCC)CN1C(=O)C2=C(c3ccc(-c4cc5c(-c6cc7cc(CC(CC)CCCC)ccc7s6)c6sc(C)cc6c(-c6cc7cc(CC(CC)CCCC)ccc7s6)c5s4)s3)N(CC(CCCCCC)CCCCCCCC)C(=O)C2=C1c1ccc(C)s1
5.58,0.74,13.17,0.57,5.25,3.86,1.39,0.65,PBDTBPA(H)-DPP,CCCCC(CC)COc1ccc(-c2cccc(C#Cc3c4cc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)sc4c(C#Cc4cccc(-c5ccc(OCC(CC)CCCC)cc5)c4)c4cc(C)sc34)c2)cc1
4.04,0.68,9.89,0.5,5.2,3.91,1.29,0.61,PBDTBPA(F)-DPP,CCCCC(CC)COc1ccc(-c2ccc(F)c(C#Cc3c4cc(-c5ccc(C6=C7C(=O)N(CC(CC)CCCC)C(c8ccc(C)s8)=C7C(=O)N6CC(CC)CCCC)s5)sc4c(C#Cc4c(F)ccc(-c5ccc(OCC(CC)CCCC)cc5)c4F)c4cc(C)sc34)c2F)cc1
1.3,0.68,4.11,0.45,5.39,3.57,1.82,1.14,PBDTDPPcbp,CCCCC(CC)COc1c2cc(-c3ccc(C4=C5C(=O)N(CCCCCCCCCCCCc6ccc(-c7ccc(C#N)cc7)cc6)C(c6ccc(C)s6)=C5C(=O)N4CCCCCCCCCCCCc4ccc(-c5ccc(C#N)cc5)cc4)s3)sc2c(OCC(CC)CCCC)c2cc(C)sc12
1.2,0.8,4.72,0.32,5.43,3.38,2.05,1.25,PCBTDPPcbp,CCCCCCCCC(CCCCCCCC)n1c2cc(C)ccc2c2ccc(-c3ccc(C4=C5C(=O)N(CCCCCCCCCCCCc6ccc(-c7ccc(C#N)cc7)cc6)C(c6ccc(C)s6)=C5C(=O)N4CCCCCCCCCCCCc4ccc(-c5ccc(C#N)cc5)cc4)s3)cc21
3.2,0.98,6.2,0.53,5.51,3.98,1.53,0.55,PDPP2TzBDT,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ncc(-c4cc5cc6sc(C)cc6cc5s4)s3)N(C[C@@H](CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ncc(C)s1
5.1,0.92,8.8,0.63,5.46,3.99,1.47,0.55,PDPP2Tz2T,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C(=O)C2=C(c3ncc(-c4ccc(-c5ccc(C)s5)s4)s3)N(C[C@@H](CCCCCCCCCC)CCCCCCCCCCCC)C(=O)C2=C1c1ncc(C)s1
5.6,0.69,14.9,0.54,5.18,3.9,1.28,0.59,PDPP2TzDTP,CCCCCCC(CCCC)CN1C(=O)C2=C(c3ncc(-c4cc5c(s4)c4sc(C)cc4n5CC(CC)CCCC)s3)N(C[C@@H](CCCC)CCCCCC)C(=O)C2=C1c1ncc(C)s1
7.2,0.73,14.8,0.64,5.21,3.56,1.65,0.92,PffBT-T4-2HD,CCCCCCCCC(CCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCC)CCCCCCCC)c(-c4ccc(-c5ccc(C)s5)s4)s3)c3nsnc23)sc1C
3.9,0.77,10.6,0.45,5.35,3.75,1.6,0.83,"PffBT-T3(1,3)",CCCCCCCCC(CCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCC)CCCCCCCC)c(-c4ccc(C)s4)s3)c3nsnc23)sc1C
10,0.82,18.5,0.64,5.31,3.68,1.63,0.81,"PffBT-T3((1,2)-1",CCCCCCCCC(CCCCCC)Cc1cc(-c2sc(-c3c(F)c(F)c(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5cc(CC(CCCCCC)CCCCCCCC)c(-c6ccc(-c7c(F)c(F)c(-c8ccc(C)s8)c8nsnc78)s6)s5)s4)c4nsnc34)cc2CC(CCCCCC)CCCCCCCC)sc1C
10.7,0.82,18.7,0.68,5.31,3.68,1.63,0.81,"PffBT-T3(1,2)-2",CCCCCCCCC(CCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCC)CCCCCCCC)c(-c4cc(CC(CCCCCC)CCCCCCC)c(-c5ccc(-c6c(F)c(F)c(-c7ccc(C)s7)c7nsnc67)s5)s4)s3)c3nsnc23)sc1-c1cc(CC(CCCCCC)CCCCCCC)c(C)s1
4.5,0.88,10.1,0.49,5.38,3.77,1.61,0.73,PffBT-T2,CCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)Cc1cc(-c2c(F)c(F)c(-c3cc(CC(CCCCCCCCCCCCCC)CCCCCCCCCCCCCC)c(-c4ccc(-c5c(F)c(F)c(-c6ccc(C)s6)c6nsnc56)s4)s3)c3nsnc23)sc1C
6.59,0.86,13.3,0.58,5.51,3.8,1.71,0.85,EC12-DT,CCCCCCCCCCCCc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCCCCCCCC)CCCCCCCCCCCC)c(C)s8)c8nsnc87)c7nsnc67)cc5CC(CCCCCCCCCC)CCCCCCCCCCCC)cc4CCCCCCCCCCCC)nc3cc2s1
3.63,0.87,7.37,0.56,5.5,3.77,1.73,0.86,EC12-OD,CCCCCCCCCCCCc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCCCCCC)CCCCCCCCCC)c(C)s8)c8nsnc87)c7nsnc67)cc5CC(CCCCCCCC)CCCCCCCCCC)cc4CCCCCCCCCCCC)nc3cc2s1
2.53,0.93,4.32,0.63,5.57,3.85,1.72,0.79,EHD-HD,CCCCCCCCC(CCCCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCCCC)CCCCCCCC)c(-c5cc(CC(CCCCCC)CCCCCCCC)c(-c6nc7cc8sc(-c9sc(C)cc9CC(CCCCCC)CCCCCCCC)nc8cc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C
3.7,0.81,9.3,0.49,5.45,3.76,1.69,0.88,EHD-BO,CCCCCCCCC(CCCCCC)Cc1cc(C)sc1-c1nc2cc3sc(-c4sc(-c5sc(-c6cc7c(cc(-c8cc(CC(CCCC)CCCCCC)c(C)s8)c8nsnc87)c7nsnc67)cc5CC(CCCC)CCCCCC)cc4CC(CCCCCC)CCCCCCCC)nc3cc2s1
3.09,0.83,8.61,0.43,5.44,3.76,1.68,0.85,EBO-BO,CCCCCCC(CCCC)Cc1cc(-c2cc3c(cc(-c4cc(CC(CCCC)CCCCCC)c(-c5cc(CC(CCCC)CCCCCC)c(-c6nc7cc8sc(-c9sc(C)cc9CC(CCCC)CCCCCC)nc8cc7s6)s5)s4)c4nsnc43)c3nsnc23)sc1C
0.92,0.87,1.76,0.6,5.49,3.91,1.58,0.71,PT-ID1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(C)s4)ccc32)c2ccc(C)cc21
1.74,0.84,3.9,0.53,5.43,3.88,1.55,0.71,PTT-ID1,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4cc5sc(C)cc5s4)ccc32)c2ccc(C)cc21
1.91,0.71,7.93,0.34,5.2,3.66,1.54,0.83,PBDT-ID,CCCCC(CC)COc1c2cc(-c3ccc4c(c3)N(CC(CC)CCCC)C(=O)/C4=C3/C(=O)N(CC(CC)CCCC)c4cc(C)ccc43)sc2c(OCC(CC)CCCC)c2cc(C)sc12
6.41,0.77,11.71,0.71,5.24,3.72,1.71,0.94,PBDT?IBTI,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C\c2ccc(-c3ccc(/C=C4\C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c5cc(-c6cc7c(OCC(CC)CCCC)c8sc(C)cc8c(OCC(CC)CCCC)c7s6)ccc54)s3)s2)c2ccc(C)cc21
1.64,0.73,6.24,0.36,5.93,3.84,1.53,0.8,PMIM,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(C)c(-c5sc(C)cc5C)s4)ccc32)c2ccc(C)cc21
3.55,0.7,10.56,0.48,5.78,3.83,1.57,0.87,PT-MIM,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(C)c(-c5ccc(-c6sc(C)cc6C)s5)s4)ccc32)c2ccc(C)cc21
4.98,0.73,10.7,0.64,5.87,3.91,1.66,0.93,PBDTO-MIM,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(C)c(-c5cc6c(OCC(CC)CCCC)c7sc(-c8sc(C)cc8C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc32)c2ccc(C)cc21
5.36,0.8,10.2,0.65,5.94,3.81,1.66,0.86,PBDTA-MIM,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc(C)c(-c5cc6c(CCC(CCCC)CCCCCC)c7sc(-c8sc(C)cc8C)cc7c(CCC(CCCC)CCCCCC)c6s5)s4)ccc32)c2ccc(C)cc21
2.8,0.85,6.4,0.52,5.81,4.18,1.63,0.78,PBDT-ID,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4cc5c(OCC(CC)CCCC)c6sc(C)cc6c(OCC(CC)CCCC)c5s4)ccc32)c2ccc(C)cc21
4.85,0.79,9.38,0.66,5.75,4.08,1.68,0.89,PBDT-TIT,CCCCCCCCC(CCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCC)CCCCCCCC)c3cc(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(C)cc7c(OCC(CC)CCCC)c6s5)s4)ccc32)c2ccc(-c3ccc(C)s3)cc21
7.31,0.72,14.96,0.68,5.62,3.99,1.63,0.91,PBDT-BTI,CCCCCCCCc1cc(C)sc1-c1ccc(-c2cc3c(OCC(CC)CCCC)c4sc(-c5ccc(-c6sc(-c7ccc8c(c7)N(CC(CCCCCC)CCCCCCCC)C(=O)/C8=C7/C(=O)N(CC(CCCCCC)CCCCCCCC)c8cc(C)ccc87)cc6CCCCCCCC)s5)cc4c(OC[C@H](CC)CCCC)c3s2)s1
3.98,0.66,11.82,0.52,5.62,3.99,1.63,0.97,PBDT-TTI,CCCCCCCCc1cc(C)sc1-c1cc(CCCCCCCC)c(-c2ccc(-c3cc4c(OCC(CC)CCCC)c5sc(-c6ccc(-c7sc(-c8sc(-c9ccc%10c(c9)N(CC(CCCCCC)CCCCCCCC)C(=O)/C%10=C9/C(=O)N(CC(CCCCCC)CCCCCCCC)c%10cc(C)ccc%109)cc8CCCCCCCC)cc7CCCCCCCC)s6)cc5c(OC[C@@H](CC)CCCC)c4s3)s2)s1
5.86,0.85,10.48,0.66,5.38,3.35,1.59,0.74,PBDT-IIG,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(-c8ccc(C)s8)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)ccc32)c2ccc(C)cc21
2.55,0.38,11.74,0.57,4.96,3.29,1.05,0.67,PBDT-TIIG,CCCCCCCCCCC(CCCCCCCC)CN1C(=O)/C(=C2/C(=O)N(CC(CCCCCCCC)CCCCCCCCCC)c3cc(-c4ccc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sc(-c8ccc(C)s8)cc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)s4)sc32)c2sc(C)cc21
4.76,0.88,8.95,0.6,5.52,3.92,1.6,0.72,PBDTT?ID,CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5ccc6c(c5)N(CC(CC)CCCC)C(=O)/C6=C5/C(=O)N(CC(CC)CCCC)c6cc(-c7ccc(C)s7)ccc65)s4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCC
7.04,0.92,11.3,0.68,5.64,4.06,1.58,0.66,PBDTT?FID,CCCCCCCCc1cc(-c2c3cc(-c4ccc(-c5ccc6c(c5F)N(CC(CC)CCCC)C(=O)/C6=C5/C(=O)N(CC(CC)CCCC)c6c5ccc(-c5ccc(C)s5)c6F)s4)sc3c(-c3cc(CCCCCCCC)c(CCCCCCCC)s3)c3cc(C)sc23)sc1CCCCCCCC
1.05,0.75,4,0.34,5.62,3.9,1.72,0.97,P1,CCCCCCCCCCc1ccc(C#Cc2c3cc(C)sc3c(C#Cc3ccc(CCCCCCCCCC)cc3)c3cc(C)sc23)cc1
0.47,0.85,3.3,0.33,5.61,3.87,1.74,0.89,P2,CCCCCCCCCCCCCCCCc1ccc(C#Cc2c3cc(C)sc3c(C#Cc3ccc(CCCCCCCCCCCCCCCC)cc3)c3cc(C)sc23)cc1
1.19,0.83,3.71,0.39,5.39,3.32,2.07,1.24,P1,CCCCCCCCCCc1ccc(C#Cc2c3cc(C)oc3c(C#Cc3ccc(CCCCCCCCCC)cc3)c3cc(C)oc23)cc1
